AKS
Analysis Services
API Management
Authorization
Automation
Batch
Batch AI
Cache
CDN
Certificate Registration
Cognitive Services
Compute
Container Instance
Container Registry
Container Service
Cosmos DB
Customer Insights
Data Catalog
Data Factory
Data Lake Analytics
Data Lake Store
Deployment Manager
Devices
DevTest Labs
Domain Registration
Event Grid
Event Hub
HDInsight
Import Export
Insights
Iot Central
Key Vault
Location Based Services
Logic
Machine Learning
MariaDB
Media
MySQL
Network
Notification Hubs
Operational Insights
PostgreSQL
Power BI
Power BI Dedicated
Recovery Services
Resources
Relay
Scheduler
Search
Service Bus
Service Fabric
Service Fabric Mesh
SQL
Storage
StorSimple
Stream Analytics
Web
